"pond_id","Region","sample_date","pH","Fe (mg/L)","SO4 (mg/L)","DOC (mg/L)","DOC (mg/L) (0.45 Filter)","Abs254nm (1.2 filter)","Abs254nm (0.45 filter)","SUVA","Bottle # (PCO2)","Whole Water THg (ng/L)","Whole Water MeHg (ng/L)","MeHg Std Err","%MeHg","CO2 (umol/L)","CH4 (umol/L)","DIC (mg/L)","DIC (mg/L) (0.45 Filter)","TDC (mg/L) (DIC+DOC)","ChlA","DataSource","water temp C","Conductivity_uS_cm","DO (%)","DO (mg/L)","Secchi (cm)","Secchi on the ground?","ORP","Air temp C","Cloud %","Vegetation","analyzing_date","Abs250nm (0.45 filter)","Abs280nm (0.45 filter)","Abs350nm (0.45 filter)","Abs365nm (0.45 filter)","Abs370nm (0.45 filter)","Abs250nm (1.2 filter)","280 nmAbs280nm (1.2 filter)","Abs350nm (1.2 filter)","Abs365nm (1.2 filter)","Abs370nm (1.2 filter)","Time","TRP MDL = .00567","SRP MDL =.00567","TDP MDL = .0041","TP MDL = 0.0041","NH3 MDL = .021","UREA MDL = .0202","NO3 MDL = .0073","TN MDL = .0447","SO4 MDL = 1.015","Alk MDL = 3.16","TDN MDL = 0.0447","Site","Replicate","Weight (g)","Height","Hg [ng]","Concentration (µg/kg)","Latitude","Longitude","CLASS","Other Observation","Comments"
"1","SDNWA","2011-06-28",8.31,NA,NA,NA,71.64,NA,NA,NA,101,2.03,0.15,NA,7.57037037,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2011-06-28",7.73,NA,NA,NA,97.215,NA,NA,NA,77,2.27,0.89,NA,39.11258278,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"118","SDNWA","2011-06-29",6.65,NA,NA,NA,38.91,NA,NA,NA,124,3.25,1.16,NA,35.596302,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,NA,NA
"1","SDNWA","2011-07-28",8.36,NA,NA,NA,52.93,NA,NA,NA,121,0.77,0.32,NA,41.81818182,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2011-07-28",8.18,NA,NA,NA,57.33,NA,NA,NA,81,1,0.25,NA,24.95477387,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"118","SDNWA","2011-07-28",6.8,NA,NA,NA,29.58,NA,NA,NA,53,1.87,2.17,NA,116.2032086,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,NA,NA
"1","SDNWA","2011-08-22",8.53,NA,NA,NA,42.62,NA,NA,NA,936,0.71,0.1,NA,13.58865248,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2011-08-22",8.33,NA,NA,NA,81.08,NA,NA,NA,936,1.46,0.12,NA,7.945205479,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"118","SDNWA","2011-08-22",6.82,NA,NA,NA,28.66,NA,NA,NA,2,1.29,0.42,NA,32.47470817,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,NA,NA
"1","SDNWA","2012-05-31",8.11,NA,NA,NA,21.02,NA,NA,3.232635585,125,1.4331,0.8102,NA,56.53305946,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2012-05-31",8.35,NA,NA,NA,81.96,NA,NA,1.895436798,4,0.9229,0.4222,NA,45.74420536,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"118","SDNWA","2012-05-31",7.2,NA,NA,NA,39.5,NA,NA,1.529974684,59,2.7583,1.5518,NA,56.26127397,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,NA,NA
"1","SDNWA","2012-06-28",7.88,NA,NA,NA,75.5,NA,NA,0.61618543,18,1.9596,0.3976,NA,20.29104791,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2012-06-28",7.8,NA,NA,NA,88.62,NA,NA,1.750169262,130,1.6943,0.7415,NA,43.76691965,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"118","SDNWA","2012-06-28",7.34,NA,NA,NA,77.56,NA,NA,1.018127901,118,4.6455,1.5068,NA,32.43584995,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,NA,NA
"1","SDNWA","2012-07-26",8.14,NA,NA,NA,99.8,NA,NA,0.673276553,65,1.2768,0.3114,NA,24.3921812,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2012-07-26",7.92,NA,NA,NA,151.55,NA,NA,0.600343121,128,1.2112,0.3184,NA,26.29102856,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"118","SDNWA","2012-07-26",7.03,NA,NA,NA,112.48,NA,NA,0.809690612,47,7.9849,2.7887,NA,34.92508632,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,NA,NA
"1","SDNWA","2012-08-30",8.27,NA,NA,NA,73.87,NA,NA,0.968552863,16,1.1901,0.2385,NA,20.04136633,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2012-08-30",8.14,NA,NA,NA,153.1,NA,NA,1.098301764,3,1.0351,0.4234,NA,40.90246651,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"118","SDNWA","2012-08-30",7.59,NA,NA,NA,153.5,NA,NA,0.429140065,100,2.9659,0.8064,NA,27.18754008,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,NA,NA
"1","SDNWA","2020-06-11",6.17,NA,1746,29.3,NA,0.622842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2020-06-11",6.24,NA,1413.97,42.8,NA,1.22197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"118","SDNWA","2020-06-11",6.08,NA,147.55,25.2,NA,1.10906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,NA,NA
"125","SDNWA","2020-06-11",6.26,NA,2298.47,48.6,NA,1.1695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.0851225,52.21303487,NA,NA,NA
"97/98","SDNWA","2020-06-11",6.18,NA,1933.8,32.8,NA,1.02811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.078079,52.209151,NA,NA,NA
"1","SDNWA","2020-06-29",NA,NA,1771.34,28.6,NA,0.594687,NA,0.020793252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2020-06-29",NA,NA,1809.27,46.7,NA,1.27318,NA,0.027262955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"118","SDNWA","2020-06-29",NA,NA,164.33,33.9,NA,1.1476,NA,0.033852507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,NA,NA
"125N","SDNWA","2020-06-29",NA,NA,2264.21,36.1,NA,1.04595,NA,0.028973684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.081397622224,52.2132888358579,3,NA,NA
"97/98","SDNWA","2020-06-29",NA,NA,2039.59,45.8,NA,1.03501,NA,0.022598472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.078079,52.209151,NA,NA,NA
"1","SDNWA","2020-07-15",8.41,NA,1798.17,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2020-07-15",8.29,NA,2092.16,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"25","SDNWA","2020-07-15",9.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.103089541901,52.2115496475054,4,NA,NA
"118","SDNWA","2020-07-15",8.51,NA,163.99,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,NA,NA
"125","SDNWA","2020-07-15",8.56,NA,223.51,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.0851225,52.21303487,NA,NA,NA
"125","SDNWA","2020-07-15",8.66,NA,2218.02,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.0851225,52.21303487,NA,NA,NA
"97/98","SDNWA","2020-07-15",8.73,NA,2184.8,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.078079,52.209151,NA,NA,NA
"1","SDNWA","2020-07-29",8.86,NA,1854.29,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2020-07-29",8.7,NA,2657.27,66.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"25","SDNWA","2020-07-29",9.05,NA,217.67,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.103089541901,52.2115496475054,4,NA,NA
"97/98","SDNWA","2020-07-29",8.5,NA,2417.2,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.078079,52.209151,NA,NA,NA
"118","SDNWA","2020-07-29",8.16,NA,183.42,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,NA,NA
"125","SDNWA","2020-07-29",8.56,NA,228.43,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.0851225,52.21303487,NA,NA,NA
"1","SDNWA","2020-08-12",8.78,"<0.02",1972.26,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2020-08-12",9.1,"<0.02",3674.59,90.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"25","SDNWA","2020-08-12",8.92,NA,2408.58,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.103089541901,52.2115496475054,4,NA,NA
"97/98","SDNWA","2020-08-12",8.93,"<0.02",2667.07,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.078079,52.209151,NA,NA,NA
"118","SDNWA","2020-08-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA," "," ",NA," "," ",NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,"Dry",NA
"125","SDNWA","2020-08-12",8.57,"0.03",2690.69,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.0851225,52.21303487,NA,NA,NA
"1","SDNWA","2020-08-23",8.62,NA,2077.41,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2020-08-23",9.39,NA,5282.41,126.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"25","SDNWA","2020-08-23",8.69,NA,2692.39,68.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.103089541901,52.2115496475054,4,NA,NA
"97/98","SDNWA","2020-08-23",8.92,NA,2974.24,60.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.078079,52.209151,NA,NA,NA
"118","SDNWA","2020-08-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA," "," ",NA," "," ",NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084401628984,52.2096664020324,3,"Dry",NA
"125","SDNWA","2020-08-23",8.45,NA,2952.1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.0851225,52.21303487,NA,NA,NA
"1","SDNWA","2020-09-05",8.72,NA,2115.88,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2020-09-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA," "," ",NA," "," ",NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,"Dry",NA
"25","SDNWA","2020-09-05",8.83,NA,2767.61,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U of R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.103089541901,52.2115496475054,4,NA,NA
