"","Depth_cm","Pond","Date","Depth_cm_sum","CharacteristicID","ResultValue"
"869","18-22",125,2023-07-28,-18,"Ca_ppm","15230"
"870","18-22",125,2023-07-28,-18,"Fe_ppm","17440"
"871","18-22",125,2023-07-28,-18,"V_ppm","174"
"872","18-22",125,2023-07-28,-18,"Cr_ppm","78.96"
"873","18-22",125,2023-07-28,-18,"Mn_ppm","419.2"
"874","18-22",125,2023-07-28,-18,"Co_ppm","16.03"
"875","18-22",125,2023-07-28,-18,"Ni_ppm","16.53"
"876","18-22",125,2023-07-28,-18,"Cu_ppm","2.024"
"877","18-22",125,2023-07-28,-18,"Zn_ppm","198.2"
"878","18-22",125,2023-07-28,-18,"Rb_ppm","194.2"
"879","18-22",125,2023-07-28,-18,"Sr_ppm","802.5"
"880","18-22",125,2023-07-28,-18,"P_ppm","862.3"
"881","18-22",125,2023-07-28,-18,"S_ppm","22560"
"882","18-22",125,2023-07-28,-18,"As_ppm","118.6"
"883","18-22",125,2023-07-28,-18,"Se_ppm","91.13"
"884","18-22",125,2023-07-28,-18,"Mo_ppm","82.32"
"885","18-22",125,2023-07-28,-18,"Cd_ppm","1.742"
"886","18-22",125,2023-07-28,-18,"Cs_ppm","24.35"
"887","18-22",125,2023-07-28,-18,"Ba_ppm","552.4"
"888","18-22",125,2023-07-28,-18,"Ce_ppm","38.01"
"889","18-22",125,2023-07-28,-18,"Pb_ppm","11.05"
"890","18-22",125,2023-07-28,-18,"Th_ppm","45.17"
"891","18-22",125,2023-07-28,-18,"U_ppm","44.05"
"892","14-16",125,2023-07-28,-14,"Be_ppm","25.32"
"893","14-16",125,2023-07-28,-14,"B_ppm","181.5"
"894","14-16",125,2023-07-28,-14,"Al_ppm","21020"
"895","14-16",125,2023-07-28,-14,"Li_ppm","49.59"
"896","14-16",125,2023-07-28,-14,"Ga_ppm","27.7"
"897","14-16",125,2023-07-28,-14,"Na_ppm","4964"
"898","14-16",125,2023-07-28,-14,"Mg_ppm","7592"
"899","14-16",125,2023-07-28,-14,"K_ppm","13280"
"900","14-16",125,2023-07-28,-14,"Ti_ppm","1694"
"901","14-16",125,2023-07-28,-14,"Si_ppm","197300"
"902","14-16",125,2023-07-28,-14,"Ca_ppm","12820"
"903","14-16",125,2023-07-28,-14,"Fe_ppm","14400"
"904","14-16",125,2023-07-28,-14,"V_ppm","151.9"
"905","14-16",125,2023-07-28,-14,"Cr_ppm","71.16"
"906","14-16",125,2023-07-28,-14,"Mn_ppm","377.6"
"907","14-16",125,2023-07-28,-14,"Co_ppm","14.25"
"908","14-16",125,2023-07-28,-14,"Ni_ppm","12.98"
"909","14-16",125,2023-07-28,-14,"Cu_ppm","0.6935"
"910","14-16",125,2023-07-28,-14,"Zn_ppm","176.9"
"911","14-16",125,2023-07-28,-14,"Rb_ppm","173.8"
"912","14-16",125,2023-07-28,-14,"Sr_ppm","741.8"
"913","14-16",125,2023-07-28,-14,"P_ppm","766.5"
"914","14-16",125,2023-07-28,-14,"S_ppm","17950"
"915","14-16",125,2023-07-28,-14,"As_ppm","107.9"
"916","14-16",125,2023-07-28,-14,"Se_ppm","85.5"
"917","14-16",125,2023-07-28,-14,"Mo_ppm","76.72"
"918","14-16",125,2023-07-28,-14,"Cd_ppm","1.548"
"919","14-16",125,2023-07-28,-14,"Cs_ppm","22.52"
"920","14-16",125,2023-07-28,-14,"Ba_ppm","477.9"
"921","14-16",125,2023-07-28,-14,"Ce_ppm","29.77"
"922","14-16",125,2023-07-28,-14,"Pb_ppm","10.23"
"923","14-16",125,2023-07-28,-14,"Th_ppm","41.52"
"924","14-16",125,2023-07-28,-14,"U_ppm","40.39"
"925","10-12",125,2023-07-28,-10,"Be_ppm","26.45"
"926","10-12",125,2023-07-28,-10,"B_ppm","193.1"
"927","10-12",125,2023-07-28,-10,"Al_ppm","8965"
"928","10-12",125,2023-07-28,-10,"Li_ppm","54.83"
"929","10-12",125,2023-07-28,-10,"Ga_ppm","27.37"
"930","10-12",125,2023-07-28,-10,"Na_ppm","5110"
"931","10-12",125,2023-07-28,-10,"Mg_ppm","3871"
"932","10-12",125,2023-07-28,-10,"K_ppm","11370"
"933","10-12",125,2023-07-28,-10,"Ti_ppm","1360"
"934","10-12",125,2023-07-28,-10,"Si_ppm","190600"
"935","10-12",125,2023-07-28,-10,"Ca_ppm","50340"
"936","10-12",125,2023-07-28,-10,"Fe_ppm","13340"
"937","10-12",125,2023-07-28,-10,"V_ppm","148.6"
"938","10-12",125,2023-07-28,-10,"Cr_ppm","69.75"
"939","10-12",125,2023-07-28,-10,"Mn_ppm","445.8"
"940","10-12",125,2023-07-28,-10,"Co_ppm","BDL"
"941","10-12",125,2023-07-28,-10,"Ni_ppm","9.945"
"942","10-12",125,2023-07-28,-10,"Cu_ppm","BDL"
"943","10-12",125,2023-07-28,-10,"Zn_ppm","180.5"
"944","10-12",125,2023-07-28,-10,"Rb_ppm","174.9"
"945","10-12",125,2023-07-28,-10,"Sr_ppm","891.4"
"946","10-12",125,2023-07-28,-10,"P_ppm","780.6"
"947","10-12",125,2023-07-28,-10,"S_ppm","17550"
"948","10-12",125,2023-07-28,-10,"As_ppm","113"
"949","10-12",125,2023-07-28,-10,"Se_ppm","89.01"
"950","10-12",125,2023-07-28,-10,"Mo_ppm","80.27"
"951","10-12",125,2023-07-28,-10,"Cd_ppm","1.619"
"952","10-12",125,2023-07-28,-10,"Cs_ppm","22.99"
"953","10-12",125,2023-07-28,-10,"Ba_ppm","453.7"
"954","10-12",125,2023-07-28,-10,"Ce_ppm","18.96"
"955","10-12",125,2023-07-28,-10,"Pb_ppm","301.2"
"956","10-12",125,2023-07-28,-10,"Th_ppm","42.73"
"957","10-12",125,2023-07-28,-10,"U_ppm","42.43"
"958","8-10",125,2023-07-28,-8,"Be_ppm","26.24"
"959","8-10",125,2023-07-28,-8,"B_ppm","215.7"
"960","8-10",125,2023-07-28,-8,"Al_ppm","16630"
"961","8-10",125,2023-07-28,-8,"Li_ppm","56.72"
"962","8-10",125,2023-07-28,-8,"Ga_ppm","26.06"
"963","8-10",125,2023-07-28,-8,"Na_ppm","4567"
"964","8-10",125,2023-07-28,-8,"Mg_ppm","8289"
"965","8-10",125,2023-07-28,-8,"K_ppm","9377"
"966","8-10",125,2023-07-28,-8,"Ti_ppm","985"
"967","8-10",125,2023-07-28,-8,"Si_ppm","142800"
"968","8-10",125,2023-07-28,-8,"Ca_ppm","22050"
"969","8-10",125,2023-07-28,-8,"Fe_ppm","11830"
"970","8-10",125,2023-07-28,-8,"V_ppm","142.8"
"971","8-10",125,2023-07-28,-8,"Cr_ppm","67.03"
"972","8-10",125,2023-07-28,-8,"Mn_ppm","327.4"
"973","8-10",125,2023-07-28,-8,"Co_ppm","BDL"
"974","8-10",125,2023-07-28,-8,"Ni_ppm","8.063"
"975","8-10",125,2023-07-28,-8,"Cu_ppm","BDL"
"976","8-10",125,2023-07-28,-8,"Zn_ppm","199.2"
"977","8-10",125,2023-07-28,-8,"Rb_ppm","176.3"
"978","8-10",125,2023-07-28,-8,"Sr_ppm","776.8"
"979","8-10",125,2023-07-28,-8,"P_ppm","883.7"
"980","8-10",125,2023-07-28,-8,"S_ppm","22980"
"981","8-10",125,2023-07-28,-8,"As_ppm","115.4"
"982","8-10",125,2023-07-28,-8,"Se_ppm","89.54"
"983","8-10",125,2023-07-28,-8,"Mo_ppm","81.45"
"984","8-10",125,2023-07-28,-8,"Cd_ppm","1.7"
"985","8-10",125,2023-07-28,-8,"Cs_ppm","23.41"
"986","8-10",125,2023-07-28,-8,"Ba_ppm","398.3"
"987","8-10",125,2023-07-28,-8,"Ce_ppm","21.07"
"988","8-10",125,2023-07-28,-8,"Pb_ppm","7.519"
"989","8-10",125,2023-07-28,-8,"Th_ppm","43.18"
"990","8-10",125,2023-07-28,-8,"U_ppm","48.28"
"991","4-6",125,2023-07-28,-4,"Be_ppm","26"
"992","4-6",125,2023-07-28,-4,"B_ppm","203.3"
"993","4-6",125,2023-07-28,-4,"Al_ppm","7274"
"994","4-6",125,2023-07-28,-4,"Li_ppm","55.51"
"995","4-6",125,2023-07-28,-4,"Ga_ppm","26.27"
"996","4-6",125,2023-07-28,-4,"Na_ppm","4141"
"997","4-6",125,2023-07-28,-4,"Mg_ppm","4230"
"998","4-6",125,2023-07-28,-4,"K_ppm","10040"
"999","4-6",125,2023-07-28,-4,"Ti_ppm","1068"
"1000","4-6",125,2023-07-28,-4,"Si_ppm","137800"
"1001","4-6",125,2023-07-28,-4,"Ca_ppm","45960"
"1002","4-6",125,2023-07-28,-4,"Fe_ppm","10610"
"1003","4-6",125,2023-07-28,-4,"V_ppm","144.1"
"1004","4-6",125,2023-07-28,-4,"Cr_ppm","67.1"
"1005","4-6",125,2023-07-28,-4,"Mn_ppm","476.5"
"1006","4-6",125,2023-07-28,-4,"Co_ppm","BDL"
"1007","4-6",125,2023-07-28,-4,"Ni_ppm","10.07"
"1008","4-6",125,2023-07-28,-4,"Cu_ppm","BDL"
"1009","4-6",125,2023-07-28,-4,"Zn_ppm","194.5"
"1010","4-6",125,2023-07-28,-4,"Rb_ppm","169.1"
"1011","4-6",125,2023-07-28,-4,"Sr_ppm","830.4"
"1012","4-6",125,2023-07-28,-4,"P_ppm","1090"
"1013","4-6",125,2023-07-28,-4,"S_ppm","19750"
"1014","4-6",125,2023-07-28,-4,"As_ppm","114.3"
"1015","4-6",125,2023-07-28,-4,"Se_ppm","88.1"
"1016","4-6",125,2023-07-28,-4,"Mo_ppm","80.63"
"1017","4-6",125,2023-07-28,-4,"Cd_ppm","1.553"
"1018","4-6",125,2023-07-28,-4,"Cs_ppm","22.75"
"1019","4-6",125,2023-07-28,-4,"Ba_ppm","422.7"
"1020","4-6",125,2023-07-28,-4,"Ce_ppm","18.61"
"1021","4-6",125,2023-07-28,-4,"Pb_ppm","7.887"
"1022","4-6",125,2023-07-28,-4,"Th_ppm","41.99"
"1023","4-6",125,2023-07-28,-4,"U_ppm","46.59"
"1024","0-2",125,2023-07-28,0,"Be_ppm","25.97"
"1025","0-2",125,2023-07-28,0,"B_ppm","192.3"
"1026","0-2",125,2023-07-28,0,"Al_ppm","10660"
"1027","0-2",125,2023-07-28,0,"Li_ppm","52.65"
"1028","0-2",125,2023-07-28,0,"Ga_ppm","25.4"
"1029","0-2",125,2023-07-28,0,"Na_ppm","3725"
"1030","0-2",125,2023-07-28,0,"Mg_ppm","7293"
"1031","0-2",125,2023-07-28,0,"K_ppm","9076"
"1032","0-2",125,2023-07-28,0,"Ti_ppm","1024"
"1033","0-2",125,2023-07-28,0,"Si_ppm","125400"
"1034","0-2",125,2023-07-28,0,"Ca_ppm","84770"
"1035","0-2",125,2023-07-28,0,"Fe_ppm","9301"
"1036","0-2",125,2023-07-28,0,"V_ppm","137.8"
"1037","0-2",125,2023-07-28,0,"Cr_ppm","66.69"
"1038","0-2",125,2023-07-28,0,"Mn_ppm","601.8"
"1039","0-2",125,2023-07-28,0,"Co_ppm","BDL"
"1040","0-2",125,2023-07-28,0,"Ni_ppm","7.362"
"1041","0-2",125,2023-07-28,0,"Cu_ppm","BDL"
"1042","0-2",125,2023-07-28,0,"Zn_ppm","172.7"
"1043","0-2",125,2023-07-28,0,"Rb_ppm","169.7"
"1044","0-2",125,2023-07-28,0,"Sr_ppm","920.9"
"1045","0-2",125,2023-07-28,0,"P_ppm","1135"
"1046","0-2",125,2023-07-28,0,"S_ppm","13920"
"1047","0-2",125,2023-07-28,0,"As_ppm","113.8"
"1048","0-2",125,2023-07-28,0,"Se_ppm","88.84"
"1049","0-2",125,2023-07-28,0,"Mo_ppm","80.37"
"1050","0-2",125,2023-07-28,0,"Cd_ppm","1.557"
"1051","0-2",125,2023-07-28,0,"Cs_ppm","22.92"
"1052","0-2",125,2023-07-28,0,"Ba_ppm","446.9"
"1053","0-2",125,2023-07-28,0,"Ce_ppm","18.55"
"1054","0-2",125,2023-07-28,0,"Pb_ppm","6.445"
"1055","0-2",125,2023-07-28,0,"Th_ppm","42.67"
"1056","0-2",125,2023-07-28,0,"U_ppm","44.26"
"1057","2-4",125,2023-07-28,-2,"Be_ppm","24.47"
"1058","2-4",125,2023-07-28,-2,"B_ppm","179.8"
"1059","2-4",125,2023-07-28,-2,"Al_ppm","5166"
"1060","2-4",125,2023-07-28,-2,"Li_ppm","50.03"
"1061","2-4",125,2023-07-28,-2,"Ga_ppm","24.41"
"1062","2-4",125,2023-07-28,-2,"Na_ppm","3554"
"1063","2-4",125,2023-07-28,-2,"Mg_ppm","5200"
"1064","2-4",125,2023-07-28,-2,"K_ppm","9146"
"1065","2-4",125,2023-07-28,-2,"Ti_ppm","1096"
"1066","2-4",125,2023-07-28,-2,"Si_ppm","122400"
"1067","2-4",125,2023-07-28,-2,"Ca_ppm","69640"
"1068","2-4",125,2023-07-28,-2,"Fe_ppm","9884"
"1069","2-4",125,2023-07-28,-2,"V_ppm","135.8"
"1070","2-4",125,2023-07-28,-2,"Cr_ppm","63.94"
"1071","2-4",125,2023-07-28,-2,"Mn_ppm","558.5"
"1072","2-4",125,2023-07-28,-2,"Co_ppm","BDL"
"1073","2-4",125,2023-07-28,-2,"Ni_ppm","10.46"
"1074","2-4",125,2023-07-28,-2,"Cu_ppm","BDL"
"1075","2-4",125,2023-07-28,-2,"Zn_ppm","180"
"1076","2-4",125,2023-07-28,-2,"Rb_ppm","157.2"
"1077","2-4",125,2023-07-28,-2,"Sr_ppm","844.2"
"1078","2-4",125,2023-07-28,-2,"P_ppm","1113"
"1079","2-4",125,2023-07-28,-2,"S_ppm","17250"
"1080","2-4",125,2023-07-28,-2,"As_ppm","106.9"
"1081","2-4",125,2023-07-28,-2,"Se_ppm","83.13"
"1082","2-4",125,2023-07-28,-2,"Mo_ppm","76.1"
"1083","2-4",125,2023-07-28,-2,"Cd_ppm","1.482"
"1084","2-4",125,2023-07-28,-2,"Cs_ppm","21.31"
"1085","2-4",125,2023-07-28,-2,"Ba_ppm","399.9"
"1086","2-4",125,2023-07-28,-2,"Ce_ppm","16.6"
"1087","2-4",125,2023-07-28,-2,"Pb_ppm","7.133"
"1088","2-4",125,2023-07-28,-2,"Th_ppm","39.75"
"1089","2-4",125,2023-07-28,-2,"U_ppm","43.58"
"1090","6-8",125,2023-07-28,-6,"Be_ppm","25.43"
"1091","6-8",125,2023-07-28,-6,"B_ppm","159.6"
"1092","6-8",125,2023-07-28,-6,"Al_ppm","12580"
"1093","6-8",125,2023-07-28,-6,"Li_ppm","54.22"
"1094","6-8",125,2023-07-28,-6,"Ga_ppm","24.74"
"1095","6-8",125,2023-07-28,-6,"Na_ppm","3415"
"1096","6-8",125,2023-07-28,-6,"Mg_ppm","6820"
"1097","6-8",125,2023-07-28,-6,"K_ppm","8183"
"1098","6-8",125,2023-07-28,-6,"Ti_ppm","903.1"
"1099","6-8",125,2023-07-28,-6,"Si_ppm","109800"
"1100","6-8",125,2023-07-28,-6,"Ca_ppm","24990"
"1101","6-8",125,2023-07-28,-6,"Fe_ppm","8492"
"1102","6-8",125,2023-07-28,-6,"V_ppm","134"
"1103","6-8",125,2023-07-28,-6,"Cr_ppm","64.25"
"1104","6-8",125,2023-07-28,-6,"Mn_ppm","346.5"
"1105","6-8",125,2023-07-28,-6,"Co_ppm","BDL"
"1106","6-8",125,2023-07-28,-6,"Ni_ppm","6.197"
"1107","6-8",125,2023-07-28,-6,"Cu_ppm","BDL"
"1108","6-8",125,2023-07-28,-6,"Zn_ppm","182.2"
"1109","6-8",125,2023-07-28,-6,"Rb_ppm","166.5"
"1110","6-8",125,2023-07-28,-6,"Sr_ppm","758.6"
"1111","6-8",125,2023-07-28,-6,"P_ppm","842.1"
"1112","6-8",125,2023-07-28,-6,"S_ppm","17240"
"1113","6-8",125,2023-07-28,-6,"As_ppm","111.3"
"1114","6-8",125,2023-07-28,-6,"Se_ppm","86.66"
"1115","6-8",125,2023-07-28,-6,"Mo_ppm","78.48"
"1116","6-8",125,2023-07-28,-6,"Cd_ppm","1.574"
"1117","6-8",125,2023-07-28,-6,"Cs_ppm","22.6"
"1118","6-8",125,2023-07-28,-6,"Ba_ppm","367.8"
"1119","6-8",125,2023-07-28,-6,"Ce_ppm","17.93"
"1120","6-8",125,2023-07-28,-6,"Pb_ppm","6.249"
"1121","6-8",125,2023-07-28,-6,"Th_ppm","41.65"
"1122","6-8",125,2023-07-28,-6,"U_ppm","42.16"
