sample_id,matrix_type,parameter_type,pond_id,comment,note,sample_date,pond_alias,Data Source
201107171,Water,DOC,130, ,,28-Jul-11,SD130,U of R
201107172,Water,SO4,130, ,,28-Jul-11,SD130,U of R
201107173,Water,SUVA,130, ,,28-Jul-11,SD130,U of R
201107174,Water,THg,130, ,,28-Jul-11,SD130,U of R
201107175,Water,MeHg,130, ,,28-Jul-11,SD130,U of R
201107166,Water,DOC,139, ,,28-Jul-11,SD139,U of R
201107167,Water,SO4,139, ,,28-Jul-11,SD139,U of R
201107168,Water,SUVA,139, ,,28-Jul-11,SD139,U of R
201107169,Water,THg,139, ,,28-Jul-11,SD139,U of R
201107170,Water,MeHg,139, ,,28-Jul-11,SD139,U of R
201107161,Water,DOC,2, ,,28-Jul-11,SD2,U of R
201107162,Water,SO4,2, ,,28-Jul-11,SD2,U of R
201107163,Water,SUVA,2, ,,28-Jul-11,SD2,U of R
201107164,Water,THg,2, ,,28-Jul-11,SD2,U of R
201107165,Water,MeHg,2, ,,28-Jul-11,SD2,U of R
201107151,Water,DOC,3, ,,28-Jul-11,SD3,U of R
201107152,Water,SO4,3, ,,28-Jul-11,SD3,U of R
201107153,Water,SUVA,3, ,,28-Jul-11,SD3,U of R
201107154,Water,THg,3, ,,28-Jul-11,SD3,U of R
201107155,Water,MeHg,3, ,,28-Jul-11,SD3,U of R
20060922,Water,DOC,1, ,,06-Sep-06,SDNWA Pond 1,U of R
20060924,Water,SUVA,1, ,,06-Sep-06,SDNWA Pond 1,U of R
202105014,Water ,DOC,1, ,,19-May-21,1,U of R
202105015,Water ,SO4,1, ,,19-May-21,1,U of R
202106031,Water ,DOC,1, ,,06-Jun-21,1,U of R
202106032,Water ,SO4,1, ,,06-Jun-21,1,U of R
202106071,Water , ,1, ,,22-Jun-21,1,U of R
202106072,Water , ,1, ,,22-Jun-21,1,U of R
202107010,Water ,DOC,1, ,,06-Jul-21,1,U of R
202107011,Water ,SO4,1, ,,06-Jul-21,1,U of R
202107055,Water ,DOC,1, ,,22-Jul-21,1,U of R
202105023,Water ,DOC,2, ,,19-May-21,2,U of R
202105024,Water ,SO4,2, ,,19-May-21,2,U of R
202106019,Water ,DOC,2, ,,06-Jun-21,2,U of R
202106020,Water ,SO4,2, ,,06-Jun-21,2,U of R
202105053,Water ,DOC,6, ,,23-May-21,6,U of R
202105054,Water ,SO4,6, ,,23-May-21,6,U of R
202106028,Water ,DOC,6, ,,06-Jun-21,6,U of R
202106029,Water ,SO4,6, ,,06-Jun-21,6,U of R
202106086,Water , ,6, ,,23-Jun-21,6,U of R
202106087,Water , ,6, ,,23-Jun-21,6,U of R
202105017,Water ,DOC,15, ,,19-May-21,15,U of R
202105018,Water ,SO4,15, ,,19-May-21,15,U of R
202106034,Water ,DOC,15, ,,06-Jun-21,15,U of R
202106035,Water ,SO4,15, ,,06-Jun-21,15,U of R
202106074,Water , ,15, ,,22-Jun-21,15,U of R
202106075,Water , ,15, ,,22-Jun-21,15,U of R
202107016,Water ,DOC,15, ,,06-Jul-21,15,U of R
202107017,Water ,SO4,15, ,,06-Jul-21,15,U of R
202107043,Water ,DOC,15, ,,22-Jul-21,15,U of R
202105062,Water ,DOC,25, ,,23-May-21,25,U of R
202105063,Water ,SO4,25, ,,23-May-21,25,U of R
202106010,Water ,DOC,25, ,,06-Jun-21,25,U of R
202106011,Water ,SO4,25, ,,06-Jun-21,25,U of R
202106090,Water , ,25, ,,23-Jun-21,25,U of R
202106091,Water , ,25, ,,23-Jun-21,25,U of R
202107004,Water ,DOC,25, ,,06-Jul-21,25,U of R
202107005,Water ,SO4,25, ,,06-Jul-21,25,U of R
202107040,Water ,DOC,25, ,,22-Jul-21,25,U of R
202105035,Water ,DOC,35, ,,23-May-21,35,U of R
202105036,Water ,SO4,35, ,,23-May-21,35,U of R
202106013,Water ,DOC,35, ,,06-Jun-21,35,U of R
202106014,Water ,SO4,35, ,,06-Jun-21,35,U of R
202106084,Water , ,35, ,,23-Jun-21,35,U of R
202106085,Water , ,35, ,,23-Jun-21,35,U of R
202107019,Water ,DOC,35, ,,06-Jul-21,35,U of R
202107020,Water ,SO4,35, ,,06-Jul-21,35,U of R
202105032,Water ,DOC,37, ,,23-May-21,37,U of R
202105033,Water ,SO4,37, ,,23-May-21,37,U of R
202106022,Water ,DOC,37, ,,06-Jun-21,37,U of R
202106023,Water ,SO4,37, ,,06-Jun-21,37,U of R
202106099,Water , ,37, ,,23-Jun-21,37,U of R
202106100,Water , ,37, ,,23-Jun-21,37,U of R
202105059,Water ,DOC,70, ,,23-May-21,70,U of R
202105060,Water ,SO4,70, ,,23-May-21,70,U of R
202106001,Water ,DOC,70, ,,06-Jun-21,70,U of R
202106002,Water ,SO4,70, ,,06-Jun-21,70,U of R
202106093,Water , ,70, ,,23-Jun-21,70,U of R
202106094,Water , ,70, ,,23-Jun-21,70,U of R
202105029,Water ,DOC,97, ,,19-May-21,97,U of R
202105030,Water ,SO4,97, ,,19-May-21,97,U of R
202106016,Water ,DOC,97, ,,06-Jun-21,97,U of R
202106017,Water ,SO4,97, ,,06-Jun-21,97,U of R
202106065,Water ,DOC,97, ,,22-Jun-21,97,U of R
202106066,Water ,SO4,97, ,,22-Jun-21,97,U of R
202107022,Water ,DOC,97, ,,06-Jul-21,97,U of R
202107023,Water ,SO4,97, ,,06-Jul-21,97,U of R
202107046,Water ,DOC,97, ,,22-Jul-21,97,U of R
202105056,Water ,DOC,109, ,,23-May-21,109,U of R
202105057,Water ,SO4,109, ,,23-May-21,109,U of R
202106037,Water ,DOC,109, ,,07-Jun-21,109,U of R
202106038,Water ,SO4,109, ,,07-Jun-21,109,U of R
202106096,Water , ,109, ,,23-Jun-21,109,U of R
202106097,Water , ,109, ,,23-Jun-21,109,U of R
202107001,Water ,DOC,109, ,,06-Jul-21,109,U of R
202107002,Water ,SO4,109, ,,06-Jul-21,109,U of R
202107052,Water ,DOC,109, ,,22-Jul-21,109,U of R
202105038,Water ,DOC,118, ,,23-May-21,118,U of R
202105039,Water ,SO4,118, ,,23-May-21,118,U of R
202106040,Water ,DOC,118, ,,07-Jun-21,118,U of R
202106041,Water ,SO4,118, ,,07-Jun-21,118,U of R
202105001,Water ,DOC,124, ,,19-May-21,124,U of R
202105002,Water ,SO4,124, ,,19-May-21,124,U of R
202106004,Water ,DOC,124, ,,07-Jun-21,124,U of R
202106005,Water ,SO4,124, ,,07-Jun-21,124,U of R
202106077,Water , ,124, ,,23-Jun-21,124,U of R
202106078,Water , ,124, ,,23-Jun-21,124,U of R
202107013,Water ,DOC,124, ,,06-Jul-21,124,U of R
202107014,Water ,SO4,124, ,,06-Jul-21,124,U of R
202105020,Water ,DOC,125, ,,19-May-21,125,U of R
202105021,Water ,SO4,125, ,,19-May-21,125,U of R
202106025,Water ,DOC,125, ,,06-Jun-21,125,U of R
202106026,Water ,SO4,125, ,,06-Jun-21,125,U of R
202106068,Water ,DOC,125, ,,22-Jun-21,125,U of R
202106069,Water ,SO4,125, ,,22-Jun-21,125,U of R
202107007,Water ,DOC,125, ,,06-Jul-21,125,U of R
202107008,Water ,SO4,125, ,,06-Jul-21,125,U of R
202107049,Water ,DOC,125, ,,22-Jul-21,125,U of R
202105026,Water ,DOC,140, ,,19-May-21,140,U of R
202105027,Water ,SO4,140, ,,19-May-21,140,U of R
202106007,Water ,DOC,140, ,,07-Jun-21,140,U of R
202106008,Water ,SO4,140, ,,07-Jun-21,140,U of R
202106080,Water , ,140, ,,24-Jun-21,140,U of R
202106081,Water , ,140, ,,24-Jun-21,140,U of R
201107067,Sediment ,LOI,100,0-2,,06-Jul-11,Pond 100,U of R
201107070,Sediment ,Particle Size ,100,0-2,,06-Jul-11,Pond 100,U of R
201107203,Sediment ,Kmeth,100,0-2,,06-Jul-11,Pond 100,U of R
201107206,Sediment ,Kmeth,100,0-2,,06-Jul-11,Pond 100,U of R
201107209,Sediment ,Kmeth,100,0-2,,06-Jul-11,Pond 100,U of R
201107073,Sediment ,LOI,104,0-2,,06-Jul-11,Pond 104,U of R
201107076,Sediment ,Particle Size ,104,0-2,,06-Jul-11,Pond 104,U of R
201107212,Sediment ,Kmeth,104,0-2,,06-Jul-11,Pond 104,U of R
201107215,Sediment ,Kmeth,104,0-2,,06-Jul-11,Pond 104,U of R
201107218,Sediment ,Kmeth,104,0-2,,06-Jul-11,Pond 104,U of R
201107079,Sediment ,LOI,110,0-2,,06-Jul-11,Pond 110,U of R
201107082,Sediment ,Particle Size ,110,0-2,,06-Jul-11,Pond 110,U of R
201107221,Sediment ,Kmeth,110,0-2,,06-Jul-11,Pond 110,U of R
201107224,Sediment ,Kmeth,110,0-2,,06-Jul-11,Pond 110,U of R
201107227,Sediment ,Kmeth,110,0-2,,06-Jul-11,Pond 110,U of R
201107085,Sediment ,LOI,113,0-2,,06-Jul-11,Pond 113,U of R
201107088,Sediment ,Particle Size ,113,0-2,,06-Jul-11,Pond 113,U of R
201107230,Sediment ,Kmeth,113,0-2,,06-Jul-11,Pond 113,U of R
201107233,Sediment ,Kmeth,113,0-2,,06-Jul-11,Pond 113,U of R
201107236,Sediment ,Kmeth,113,0-2,,06-Jul-11,Pond 113,U of R
201107091,Sediment ,LOI,118,0-2,,06-Jul-11,Pond 118,U of R
201107094,Sediment ,Particle Size ,118,0-2,,06-Jul-11,Pond 118,U of R
201107239,Sediment ,Kmeth,118,0-2,,06-Jul-11,Pond 118,U of R
201107242,Sediment ,Kmeth,118,0-2,,06-Jul-11,Pond 118,U of R
201107245,Sediment ,Kmeth,118,0-2,,06-Jul-11,Pond 118,U of R
201107097,Sediment ,LOI,130,0-2,,07-Jul-11,Pond 130,U of R
201107100,Sediment ,Particle Size ,130,0-2,,07-Jul-11,Pond 130,U of R
201107266,Sediment ,Kmeth,130,0-2,,07-Jul-11,Pond 130,U of R
201107269,Sediment ,Kmeth,130,0-2,,07-Jul-11,Pond 130,U of R
201107272,Sediment ,Kmeth,130,0-2,,07-Jul-11,Pond 130,U of R
201107275,Sediment ,Kmeth,139,0-2,,07-Jul-11,Pond 139 ,U of R
201107278,Sediment ,Kmeth,139,0-2,,07-Jul-11,Pond 139 ,U of R
201107281,Sediment ,Kmeth,139,0-2,,07-Jul-11,Pond 139 ,U of R
201107061,Sediment ,Particle Size ,2,0-2,,07-Jul-11,Pond 2,U of R
201107248,Sediment ,Kmeth,2,0-2,,07-Jul-11,Pond 2,U of R
201107251,Sediment ,Kmeth,2,0-2,,07-Jul-11,Pond 2,U of R
201107254,Sediment ,Kmeth,2,0-2,,07-Jul-11,Pond 2,U of R
201107064,Sediment ,Particle Size ,3,0-2,,07-Jul-11,Pond 3,U of R
201107257,Sediment ,Kmeth,3,0-2,,07-Jul-11,Pond 3,U of R
201107260,Sediment ,Kmeth,3,0-2,,07-Jul-11,Pond 3,U of R
201107263,Sediment ,Kmeth,3,0-2,,07-Jul-11,Pond 3,U of R
201108170,Sediment ,KMeth,100,0-2,,24-Aug-11,SD100,U of R
201108173,Sediment ,KMeth,100,0-2,,24-Aug-11,SD100,U of R
201108176,Sediment ,KMeth,100,0-2,,24-Aug-11,SD100,U of R
201108251,Sediment ,LOI,100,0-2,,24-Aug-11,SD100,U of R
201108254,Sediment ,Particle Size ,100,0-2,,24-Aug-11,SD100,U of R
201108152,Sediment ,KMeth,104,0-2,,24-Aug-11,SD104,U of R
201108155,Sediment ,KMeth,104,0-2,,24-Aug-11,SD104,U of R
201108158,Sediment ,KMeth,104,0-2,,24-Aug-11,SD104,U of R
201108239,Sediment ,LOI,104,0-2,,24-Aug-11,SD104,U of R
201108242,Sediment ,Particle Size ,104,0-2,,24-Aug-11,SD104,U of R
201108134,Sediment ,KMeth,110,0-2,,24-Aug-11,SD110,U of R
201108137,Sediment ,KMeth,110,0-2,,24-Aug-11,SD110,U of R
201108140,Sediment ,KMeth,110,0-2,,24-Aug-11,SD110,U of R
201108227,Sediment ,LOI,110,0-2,,24-Aug-11,SD110,U of R
201108230,Sediment ,Particle Size ,110,0-2,,24-Aug-11,SD110,U of R
201108143,Sediment ,KMeth,113,0-2,,24-Aug-11,SD113,U of R
201108146,Sediment ,KMeth,113,0-2,,24-Aug-11,SD113,U of R
201108149,Sediment ,KMeth,113,0-2,,24-Aug-11,SD113,U of R
201108233,Sediment ,LOI,113,0-2,,24-Aug-11,SD113,U of R
201108236,Sediment ,Particle Size ,113,0-2,,24-Aug-11,SD113,U of R
201108161,Sediment ,KMeth,118,0-2,,24-Aug-11,SD118,U of R
201108164,Sediment ,KMeth,118,0-2,,24-Aug-11,SD118,U of R
201108167,Sediment ,KMeth,118,0-2,,24-Aug-11,SD118,U of R
201108245,Sediment ,LOI,118,0-2,,24-Aug-11,SD118,U of R
201108248,Sediment ,Particle Size ,118,0-2,,24-Aug-11,SD118,U of R
201108206,Sediment ,KMeth,130,0-2,,25-Aug-11,SD130,U of R
201108209,Sediment ,KMeth,130,0-2,,25-Aug-11,SD130,U of R
201108212,Sediment ,KMeth,130,0-2,,25-Aug-11,SD130,U of R
201108275,Sediment ,LOI,130,0-2,,25-Aug-11,SD130,U of R
201108278,Sediment ,Particle Size ,130,0-2,,25-Aug-11,SD130,U of R
201108197,Sediment ,KMeth,139,0-2,,25-Aug-11,SD139,U of R
201108200,Sediment ,KMeth,139,0-2,,25-Aug-11,SD139,U of R
201108203,Sediment ,KMeth,139,0-2,,25-Aug-11,SD139,U of R
201108269,Sediment ,LOI,139,0-2,,25-Aug-11,SD139,U of R
201108272,Sediment ,Particle Size ,139,0-2,,25-Aug-11,SD139,U of R
201108188,Sediment ,KMeth,2,0-2,,25-Aug-11,SD2,U of R
201108191,Sediment ,KMeth,2,0-2,,25-Aug-11,SD2,U of R
201108194,Sediment ,KMeth,2,0-2,,25-Aug-11,SD2,U of R
201108263,Sediment ,LOI,2,0-2,,25-Aug-11,SD2,U of R
201108266,Sediment ,Particle Size ,2,0-2,,25-Aug-11,SD2,U of R
201108179,Sediment ,KMeth,3,0-2,,25-Aug-11,SD3,U of R
201108182,Sediment ,KMeth,3,0-2,,25-Aug-11,SD3,U of R
201108185,Sediment ,KMeth,3,0-2,,25-Aug-11,SD3,U of R
201108257,Sediment ,LOI,3,0-2,,25-Aug-11,SD3,U of R
201108260,Sediment ,Particle Size ,3,0-2,,25-Aug-11,SD3,U of R
201106076 S,Sediment ,Kmeth,139,0-2 cm,,29-Jun-11,Pond 139 ,U of R
201106079 S,Sediment ,Kmeth,139,0-2 cm,,29-Jun-11,Pond 139 ,U of R
201106082 S,Sediment ,Kmeth,139,0-2 cm,,29-Jun-11,Pond 139 ,U of R
201106046 S,Sediment ,Kmeth,2,0-2 cm,,28-Jun-11,Pond 2,U of R
201106049 S,Sediment ,Kmeth,2,0-2 cm,,28-Jun-11,Pond 2,U of R
201106052 S,Sediment ,Kmeth,2,0-2 cm,,28-Jun-11,Pond 2,U of R
201106061 S,Sediment ,Kmeth,3,0-2 cm,,28-Jun-11,Pond 3,U of R
201106064 S,Sediment ,Kmeth,3,0-2 cm,,28-Jun-11,Pond 3,U of R
201106067 S,Sediment ,Kmeth,3,0-2 cm,,28-Jun-11,Pond 3,U of R
201905007,Water,THg,1,0.125 mL (HCl),,29-May-19,1,U of R
201907001,Water,THg,1,0.125 mL (HCl),,02-Jul-19,1,U of R
201907008A,Water,THg,1,0.125 mL (HCl),,07-Jul-19,1,U of R
201908001,Water,THg,1,0.125 mL (HCl),,21-Aug-19,1,U of R
202305042,Water,THg,1,0.125 mL (HCl),,17-May-23,1,U of R
201905005,Water,THg,2,0.125 mL (HCl),,29-May-19,2,U of R
201907006,Water,THg,2,0.125 mL (HCl),,02-Jul-19,2,U of R
202205009,Water,THg,2,0.125 mL (HCl),,10-May-22,2,U of R
202205064,Water,THg,2,0.125 mL (HCl),,24-May-22,2,U of R
202206007,Water,THg,2,0.125 mL (HCl),,08-Jun-22,2,U of R
202206068,Water,THg,2,0.125 mL (HCl),,21-Jun-22,2,U of R
202207012,Water,THg,2,0.125 mL (HCl),,06-Jul-22,2,U of R
202205032,Water,THg,6,0.125 mL (HCl),,10-May-22,6,U of R
202205087,Water,THg,6,0.125 mL (HCl),,24-May-22,6,U of R
202206042,Water,THg,6,0.125 mL (HCl),,09-Jun-22,6,U of R
202206098,Water,THg,6,0.125 mL (HCl),,21-Jun-22,6,U of R
202207032,Water,THg,6,0.125 mL (HCl),,06-Jul-22,6,U of R
202107061,Water,THg,15,0.125 mL (HCl),,22-Jul-21,15,U of R
202108018,Water,THg,15,0.125 mL (HCl),,04-Aug-21,15,U of R
202108044,Water,THg,15,0.125 mL (HCl),,18-Aug-21,15,U of R
202109017,Water,THg,15,0.125 mL (HCl),,01-Sep-21,15,U of R
202109038,Water,Thg,15,0.125 mL (HCl),,19-Sep-21,15,U of R
202205004,Water,THg,15,0.125 mL (HCl),,10-May-22,15,U of R
202205059,Water,THg,15,0.125 mL (HCl),,24-May-22,15,U of R
202206012,Water,THg,15,0.125 mL (HCl),,08-Jun-22,15,U of R
202206060,Water,THg,15,0.125 mL (HCl),,21-Jun-22,15,U of R
202207004,Water,THg,15,0.125 mL (HCl),,06-Jul-22,15,U of R
202207060,Water,THg,15,0.125 mL (HCl),,19-Jul-22,15,U of R
202208004,Water,THg,15,0.125 mL (HCl),,03-Aug-22,15,U of R
202208049,Water,THg,15,0.125 mL (HCl),,16-Aug-22,15,U of R
202208084,Water,THg,15,0.125 mL (HCl),,29-Aug-22,15,U of R
202209004,Water,THg,15,0.125 mL (HCl),,12-Sep-22,15,U of R
202305028,Water,THg,15,0.125 mL (HCl),,17-May-23,15,U of R
202305066,Water,THg,15,0.125 mL (HCl),Duplicate,17-May-23,15,U of R
202305105,Water,THg,15,0.125 mL (HCl),,30-May-23,15,U of R
202305107,Water,THg,15,0.125 mL (HCl),Duplicate,30-May-23,15,U of R
202306007,Water,THg,15,0.125 mL (HCl),,13-Jun-23,15,U of R
202306009,Water,THg,15,0.125 mL (HCl),Duplicate,13-Jun-23,15,U of R
202306075,Water,THg,15,0.125 mL (HCl),,27-Jun-23,15,U of R
202306077,Water,THg,15,0.125 mL (HCl),Duplicate,27-Jun-23,15,U of R
202307012,Water,THg,15,0.125 mL (HCl),,11-Jul-23,15,U of R
202307014,Water,THg,15,0.125 mL (HCl),Duplicate,11-Jul-23,15,U of R
202307042,Water,THg,15,0.125 mL (HCl),,20-Jul-23,15,U of R
202307044,Water,THg,15,0.125 mL (HCl),Duplicate,20-Jul-23,15,U of R
202308012,Water,THg,15,0.125 mL (HCl),,15-Aug-23,15,U of R
202308014,Water,THg,15,0.125 mL (HCl),Duplicate,15-Aug-23,15,U of R
202107058,Water,THg,25,0.125 mL (HCl),,22-Jul-21,25,U of R
202108017,Water,THg,25,0.125 mL (HCl),,04-Aug-21,25,U of R
202108045,Water,THg,25,0.125 mL (HCl),,18-Aug-21,25,U of R
202109018,Water,THg,25,0.125 mL (HCl),,01-Sep-21,25,U of R
202109036,Water,THg,25,0.125 mL (HCl),,19-Sep-21,25,U of R
202205047,Water,THg,35,0.125 mL (HCl),,10-May-22,35,U of R
202205102,Water,THg,35,0.125 mL (HCl),,24-May-22,35,U of R
202206032,Water,THg,35,0.125 mL (HCl),,08-Jun-22,35,U of R
202206103,Water,THg,35,0.125 mL (HCl),,21-Jun-22,35,U of R
202207042,Water,THg,35,0.125 mL (HCl),,06-Jul-22,35,U of R
202207088,Water,THg,35,0.125 mL (HCl),,19-Jul-22,35,U of R
202208027,Water,THg,35,0.125 mL (HCl),,03-Aug-22,35,U of R
202208067,Water,THg,35,0.125 mL (HCl),,16-Aug-22,35,U of R
202305007,Water,THg,35,0.125 mL (HCl),,17-May-23,35,U of R
202305073,Water,THg,35,0.125 mL (HCl),,30-May-23,35,U of R
202306048,Water,THg,35,0.125 mL (HCl),,13-Jun-23,35,U of R
202306050,Water,THg,35,0.125 mL (HCl),Duplicate,13-Jun-23,35,U of R
202306084,Water,THg,35,0.125 mL (HCl),,27-Jun-23,35,U of R
202306086,Water,THg,35,0.125 mL (HCl),Duplicate,27-Jun-23,35,U of R
202205052,Water,THg,37,0.125 mL (HCl),,10-May-22,37,U of R
202205107,Water,THg,37,0.125 mL (HCl),,24-May-22,37,U of R
202206037,Water,THg,37,0.125 mL (HCl),,08-Jun-22,37,U of R
202206108,Water,THg,37,0.125 mL (HCl),,21-Jun-22,37,U of R
202207047,Water,THg,37,0.125 mL (HCl),,06-Jul-22,37,U of R
202207083,Water,THg,37,0.125 mL (HCl),,19-Jul-22,37,U of R
202305014,Water,THg,37,0.125 mL (HCl),,17-May-23,37,U of R
202305080,Water,THg,37,0.125 mL (HCl),,30-May-23,37,U of R
202107062,Water,THg,97,0.125 mL (HCl),,22-Jul-21,97,U of R
202108019,Water,THg,97,0.125 mL (HCl),,04-Aug-21,97,U of R
202108046,Water,THg,97,0.125 mL (HCl),,18-Aug-21,97,U of R
202109019,Water,THg,97,0.125 mL (HCl),,01-Sep-21,97,U of R
202205027,Water,THg,97,0.125 mL (HCl),,10-May-22,97,U of R
202205082,Water,THg,97,0.125 mL (HCl),,24-May-22,97,U of R
202206027,Water,THg,97,0.125 mL (HCl),,08-Jun-22,97,U of R
202206083,Water,THg,97,0.125 mL (HCl),,21-Jun-22,97,U of R
202207027,Water,THg,97,0.125 mL (HCl),,06-Jul-22,97,U of R
202207073,Water,THg,97,0.125 mL (HCl),,19-Jul-22,97,U of R
202208017,Water,THg,97,0.125 mL (HCl),,03-Aug-22,97,U of R
202107059,Water,THg,109,0.125 mL (HCl),,22-Jul-21,109,U of R
202205037,Water,THg,109,0.125 mL (HCl),,10-May-22,109,U of R
202205092,Water,THg,109,0.125 mL (HCl),,24-May-22,109,U of R
202206048,Water,THg,109,0.125 mL (HCl),,09-Jun-22,109,U of R
202206088,Water,THg,109,0.125 mL (HCl),,21-Jun-22,109,U of R
202207037,Water,THg,109,0.125 mL (HCl),,06-Jul-22,109,U of R
202207078,Water,THg,109,0.125 mL (HCl),,19-Jul-22,109,U of R
202208022,Water,THg,109,0.125 mL (HCl),,03-Aug-22,109,U of R
202208062,Water,THg,109,0.125 mL (HCl),,16-Aug-22,109,U of R
202208099,Water,THg,109,0.125 mL (HCl),,29-Aug-22,109,U of R
202305035,Water,THg,109,0.125 mL (HCl),,17-May-23,109,U of R
202305114,Water,THg,109,0.125 mL (HCl),,30-May-23,109,U of R
202305116,Water,THg,109,0.125 mL (HCl),Duplicate,30-May-23,109,U of R
202306021,Water,THg,109,0.125 mL (HCl),,13-Jun-23,109,U of R
202306023,Water,THg,109,0.125 mL (HCl),Duplicate,13-Jun-23,109,U of R
201905022,Water,THg,118,0.125 mL (HCl),,30-May-19,118,U of R
201907021,Water,THg,118,0.125 mL (HCl),,02-Jul-19,118,U of R
202205042,Water,THg,118,0.125 mL (HCl),,10-May-22,118,U of R
202205097,Water,THg,118,0.125 mL (HCl),,24-May-22,118,U of R
202206053,Water,THg,118,0.125 mL (HCl),,09-Jun-22,118,U of R
202206093,Water,THg,118,0.125 mL (HCl),,21-Jun-22,118,U of R
201905012,Water,THg,120,0.125 mL (HCl),,30-May-19,120,U of R
201907016,Water,THg,120,0.125 mL (HCl),,02-Jul-19,120,U of R
202205022,Water,THg,124,0.125 mL (HCl),,10-May-22,124,U of R
202205077,Water,THg,124,0.125 mL (HCl),,24-May-22,124,U of R
202206022,Water,THg,124,0.125 mL (HCl),,08-Jun-22,124,U of R
202206073,Water,THg,124,0.125 mL (HCl),,21-Jun-22,124,U of R
202207022,Water,THg,124,0.125 mL (HCl),,06-Jul-22,124,U of R
202107060,Water,THg,125,0.125 mL (HCl),,22-Jul-21,125,U of R
202108016,Water,THg,125,0.125 mL (HCl),,04-Aug-21,125,U of R
202108043,Water,THg,125,0.125 mL (HCl),,18-Aug-21,125,U of R
202109016,Water,THg,125,0.125 mL (HCl),,01-Sep-21,125,U of R
202109037,Water,Thg,125,0.125 mL (HCl),,19-Sep-21,125,U of R
202205017,Water,THg,125,0.125 mL (HCl),,10-May-22,125,U of R
202205072,Water,THg,125,0.125 mL (HCl),,24-May-22,125,U of R
202206017,Water,THg,125,0.125 mL (HCl),,08-Jun-22,125,U of R
202206078,Water,THg,125,0.125 mL (HCl),,21-Jun-22,125,U of R
202207017,Water,THg,125,0.125 mL (HCl),,06-Jul-22,125,U of R
202207068,Water,THg,125,0.125 mL (HCl),,19-Jul-22,125,U of R
202208012,Water,THg,125,0.125 mL (HCl),,03-Aug-22,125,U of R
202208057,Water,THg,125,0.125 mL (HCl),,16-Aug-22,125,U of R
202208094,Water,THg,125,0.125 mL (HCl),,29-Aug-22,125,U of R
202209011,Water,THg,125,0.125 mL (HCl),,12-Sep-22,125,U of R
202305021,Water,THg,125,0.125 mL (HCl),,17-May-23,125,U of R
202305087,Water,THg,125,0.125 mL (HCl),,30-May-23,125,U of R
202305089,Water,THg,125,0.125 mL (HCl),Duplicate,30-May-23,125,U of R
202306030,Water,THg,125,0.125 mL (HCl),,13-Jun-23,125,U of R
202306032,Water,THg,125,0.125 mL (HCl),Duplicate,13-Jun-23,125,U of R
202306093,Water,THg,125,0.125 mL (HCl),,27-Jun-23,125,U of R
202306095,Water,THg,125,0.125 mL (HCl),Duplicate,27-Jun-23,125,U of R
201905016,Water,THg,139,0.125 mL (HCl),,30-May-19,139,U of R
202205054,Water,THg,118D,0.125 mL (HCl),,10-May-22,118D,U of R
202206055,Water,THg,118D,0.125 mL (HCl),,09-Jun-22,118D,U of R
201907011,Water,THg,125N,0.125 mL (HCl),,02-Jul-19,125N,U of R
202305049,Water,THg,125S,0.125 mL (HCl),,17-May-23,125S,U of R
202305096,Water,THg,125S,0.125 mL (HCl),,30-May-23,125S,U of R
202305098,Water,THg,125S,0.125 mL (HCl),Duplicate,30-May-23,125S,U of R
202306039,Water,THg,125S,0.125 mL (HCl),,13-Jun-23,125S,U of R
202306041,Water,THg,125S,0.125 mL (HCl),Duplicate,13-Jun-23,125S,U of R
202306102,Water,THg,125S,0.125 mL (HCl),,27-Jun-23,125S,U of R
202306104,Water,THg,125S,0.125 mL (HCl),Duplicate,27-Jun-23,125S,U of R
202307021,Water,THg,125S,0.125 mL (HCl),,11-Jul-23,125S,U of R
202307023,Water,THg,125S,0.125 mL (HCl),Duplicate,11-Jul-23,125S,U of R
202307051,Water,THg,125S,0.125 mL (HCl),,20-Jul-23,125S,U of R
202307053,Water,THg,125S,0.125 mL (HCl),Duplicate,20-Jul-23,125S,U of R
202308021,Water,THg,125S,0.125 mL (HCl),,15-Aug-23,125S,U of R
202308023,Water,THg,125S,0.125 mL (HCl),Duplicate,15-Aug-23,125S,U of R
202208086,Water,THg,15D,0.125 mL (HCl),,29-Aug-22,15D,U of R
202209015,Water,THg,15D,0.125 mL (HCl),,12-Sep-22,15D,U of R
202207090,Water,THg,35D,0.125 mL (HCl),,19-Jul-22,35D,U of R
202208069,Water,THg,35D,0.125 mL (HCl),,16-Aug-22,35D,U of R
202206110,Water,THg,37D,0.125 mL (HCl),,21-Jun-22,37D,U of R
202207049,Water,THg,37D,0.125 mL (HCl),,06-Jul-22,37D,U of R
202105006,Water ,THg,2,0.125 mL (HCl),,19-May-21,2,U of R
202106045,Water ,THg,2,0.125 mL (HCl),,08-Jun-21,2,U of R
202105042,Water ,THg,6,0.125 mL (HCl),,23-May-21,6,U of R
202106046,Water ,THg,6,0.125 mL (HCl),,09-Jun-21,6,U of R
202106119,Water ,THg,6,0.125 mL (HCl),,22-Jun-21,6,U of R
202105007,Water ,THg,15,0.125 mL (HCl),,19-May-21,15,U of R
202106043,Water ,THg,15,0.125 mL (HCl),,06-Jun-21,15,U of R
202106112,Water ,THg,15,0.125 mL (HCl),,22-Jun-21,15,U of R
