sample_id,matrix_type,parameter_type,pond_id,comment,note,sample_date,pond_alias,Data Source
202107037,Water ,THg,15,0.125 mL (HCl),,06-Jul-21,15,U of R
202105046,Water ,THg,25,0.125 mL (HCl),,23-May-21,25,U of R
202106049,Water ,THg,25,0.125 mL (HCl),,12-Jun-21,25,U of R
202106118,Water ,THg,25,0.125 mL (HCl),,22-Jun-21,25,U of R
202107038,Water ,THg,25,0.125 mL (HCl),,06-Jul-21,25,U of R
202105043,Water ,THg,35,0.125 mL (HCl),,23-May-21,35,U of R
202106050,Water ,THg,35,0.125 mL (HCl),,13-Jun-21,35,U of R
202106116,Water ,THg,35,0.125 mL (HCl),,22-Jun-21,35,U of R
202107033,Water ,THg,35,0.125 mL (HCl),,06-Jul-21,35,U of R
202105047,Water ,THg,37,0.125 mL (HCl),,23-May-21,37,U of R
202106044,Water ,THg,37,0.125 mL (HCl),,07-Jun-21,37,U of R
202106115,Water ,THg,37,0.125 mL (HCl),,22-Jun-21,37,U of R
202105008,Water ,THg,97,0.125 mL (HCl),,19-May-21,97,U of R
202106048,Water ,THg,97,0.125 mL (HCl),,11-Jun-21,97,U of R
202106111,Water ,THg,97,0.125 mL (HCl),,22-Jun-21,97,U of R
202107036,Water ,THg,97,0.125 mL (HCl),,06-Jul-21,97,U of R
202105045,Water ,THg,109,0.125 mL (HCl),,23-May-21,109,U of R
202106063,Water ,THg,109,0.125 mL (HCl),,11-Jun-21,109,U of R
202106114,Water ,THg,109,0.125 mL (HCl),,22-Jun-21,109,U of R
202107034,Water ,THg,109,0.125 mL (HCl),,06-Jul-21,109,U of R
202105044,Water ,THg,118,0.125 mL (HCl),,23-May-21,118,U of R
202105003,Water ,THg,124,0.125 mL (HCl),,19-May-21,124,U of R
202106064,Water ,THg,124,0.125 mL (HCl),,12-Jun-21,124,U of R
202106117,Water ,THg,124,0.125 mL (HCl),,22-Jun-21,124,U of R
202107039,Water ,THg,124,0.125 mL (HCl),,06-Jul-21,124,U of R
202105005,Water ,THg,125,0.125 mL (HCl),,19-May-21,125,U of R
202106047,Water ,THg,125,0.125 mL (HCl),,10-Jun-21,125,U of R
202106113,Water ,THg,125,0.125 mL (HCl),,22-Jun-21,125,U of R
202107035,Water ,THg,125,0.125 mL (HCl),,06-Jul-21,125,U of R
201905006,Water,MeHg,1,0.25 mL (HCl),,29-May-19,1,U of R
201907002,Water,MeHg,1,0.25 mL (HCl),,02-Jul-19,1,U of R
201907009A,Water,MeHg,1,0.25 mL (HCl),,07-Jul-19,1,U of R
201908002,Water,MeHg,1,0.25 mL (HCl),,21-Aug-19,1,U of R
202305041,Water,MeHg,1,0.25 mL (HCl),,17-May-23,1,U of R
201905004,Water,MeHg,2,0.25 mL (HCl),,29-May-19,2,U of R
201907007,Water,MeHg,2,0.25 mL (HCl),,02-Jul-19,2,U of R
202205010,Water,MeHg,2,0.25 mL (HCl),,10-May-22,2,U of R
202205065,Water,MeHg,2,0.25 mL (HCl),,24-May-22,2,U of R
202206008,Water,MeHg,2,0.25 mL (HCl),,08-Jun-22,2,U of R
202206069,Water,MeHg,2,0.25 mL (HCl),,21-Jun-22,2,U of R
202207013,Water,MeHg,2,0.25 mL (HCl),,06-Jul-22,2,U of R
202205033,Water,MeHg,6,0.25 mL (HCl),,10-May-22,6,U of R
202205088,Water,MeHg,6,0.25 mL (HCl),,24-May-22,6,U of R
202206043,Water,MeHg,6,0.25 mL (HCl),,09-Jun-22,6,U of R
202206099,Water,MeHg,6,0.25 mL (HCl),,21-Jun-22,6,U of R
202207033,Water,MeHg,6,0.25 mL (HCl),,06-Jul-22,6,U of R
202107065,Water,MeHg,15,0.25 mL (HCl),,22-Jul-21,15,U of R
202108021,Water,MeHg,15,0.25 mL (HCl),,04-Aug-21,15,U of R
202108039,Water,MeHg,15,0.25 mL (HCl),,18-Aug-21,15,U of R
202109021,Water,MeHg,15,0.25 mL (HCl),,01-Sep-21,15,U of R
202109040,Water,MeHg,15,0.25 mL (HCl),,19-Sep-21,15,U of R
202205005,Water,MeHg,15,0.25 mL (HCl),,10-May-22,15,U of R
202205060,Water,MeHg,15,0.25 mL (HCl),,24-May-22,15,U of R
202206013,Water,MeHg,15,0.25 mL (HCl),,08-Jun-22,15,U of R
202206061,Water,MeHg,15,0.25 mL (HCl),,21-Jun-22,15,U of R
202207005,Water,MeHg,15,0.25 mL (HCl),,06-Jul-22,15,U of R
202207061,Water,MeHg,15,0.25 mL (HCl),,19-Jul-22,15,U of R
202208005,Water,MeHg,15,0.25 mL (HCl),,03-Aug-22,15,U of R
202208050,Water,MeHg,15,0.25 mL (HCl),,16-Aug-22,15,U of R
202208085,Water,MeHg,15,0.25 mL (HCl),,29-Aug-22,15,U of R
202209005,Water,MeHg,15,0.25 mL (HCl),,12-Sep-22,15,U of R
202305027,Water,MeHg,15,0.25 mL (HCl),,17-May-23,15,U of R
202305065,Water,MeHg,15,0.25 mL (HCl),Duplicate,17-May-23,15,U of R
202305104,Water,MeHg,15,0.25 mL (HCl),,30-May-23,15,U of R
202305106,Water,MeHg,15,0.25 mL (HCl),Duplicate,30-May-23,15,U of R
202306006,Water,MeHg,15,0.25 mL (HCl),,13-Jun-23,15,U of R
202306008,Water,MeHg,15,0.25 mL (HCl),Duplicate,13-Jun-23,15,U of R
202306074,Water,MeHg,15,0.25 mL (HCl),,27-Jun-23,15,U of R
202306076,Water,MeHg,15,0.25 mL (HCl),Duplicate,27-Jun-23,15,U of R
202307011,Water,MeHg,15,0.25 mL (HCl),,11-Jul-23,15,U of R
202307013,Water,MeHg,15,0.25 mL (HCl),Duplicate,11-Jul-23,15,U of R
202307041,Water,MeHg,15,0.25 mL (HCl),,20-Jul-23,15,U of R
202307043,Water,MeHg,15,0.25 mL (HCl),Duplicate,20-Jul-23,15,U of R
202308011,Water,MeHg,15,0.25 mL (HCl),,15-Aug-23,15,U of R
202308013,Water,MeHg,15,0.25 mL (HCl),Duplicate,15-Aug-23,15,U of R
202107064,Water,MeHg,25,0.25 mL (HCl),,22-Jul-21,25,U of R
202108022,Water,MeHg,25,0.25 mL (HCl),,04-Aug-21,25,U of R
202108042,Water,MeHg,25,0.25 mL (HCl),,18-Aug-21,25,U of R
202109022,Water,MeHg,25,0.25 mL (HCl),,01-Sep-21,25,U of R
202109041,Water,MeHg,25,0.25 mL (HCl),,19-Sep-21,25,U of R
202205048,Water,MeHg,35,0.25 mL (HCl),,10-May-22,35,U of R
202205103,Water,MeHg,35,0.25 mL (HCl),,24-May-22,35,U of R
202206033,Water,MeHg,35,0.25 mL (HCl),,08-Jun-22,35,U of R
202206104,Water,MeHg,35,0.25 mL (HCl),,21-Jun-22,35,U of R
202207043,Water,MeHg,35,0.25 mL (HCl),,06-Jul-22,35,U of R
202207089,Water,MeHg,35,0.25 mL (HCl),,19-Jul-22,35,U of R
202208028,Water,MeHg,35,0.25 mL (HCl),,03-Aug-22,35,U of R
202208068,Water,MeHg,35,0.25 mL (HCl),,16-Aug-22,35,U of R
202305006,Water,MeHg,35,0.25 mL (HCl),,17-May-23,35,U of R
202305072,Water,MeHg,35,0.25 mL (HCl),,30-May-23,35,U of R
202306047,Water,MeHg,35,0.25 mL (HCl),,13-Jun-23,35,U of R
202306049,Water,MeHg,35,0.25 mL (HCl),Duplicate,13-Jun-23,35,U of R
202306083,Water,MeHg,35,0.25 mL (HCl),,27-Jun-23,35,U of R
202306085,Water,MeHg,35,0.25 mL (HCl),Duplicate,27-Jun-23,35,U of R
202205053,Water,MeHg,37,0.25 mL (HCl),,10-May-22,37,U of R
202205108,Water,MeHg,37,0.25 mL (HCl),,24-May-22,37,U of R
202206038,Water,MeHg,37,0.25 mL (HCl),,08-Jun-22,37,U of R
202206109,Water,MeHg,37,0.25 mL (HCl),,21-Jun-22,37,U of R
202207048,Water,MeHg,37,0.25 mL (HCl),,06-Jul-22,37,U of R
202207084,Water,MeHg,37,0.25 mL (HCl),,19-Jul-22,37,U of R
202305013,Water,MeHg,37,0.25 mL (HCl),,17-May-23,37,U of R
202305079,Water,MeHg,37,0.25 mL (HCl),,30-May-23,37,U of R
202107063,Water,MeHg,97,0.25 mL (HCl),,22-Jul-21,97,U of R
202108020,Water,MeHg,97,0.25 mL (HCl),,04-Aug-21,97,U of R
202108041,Water,MeHg,97,0.25 mL (HCl),,18-Aug-21,97,U of R
202109023,Water,MeHg,97,0.25 mL (HCl),,01-Sep-21,97,U of R
202205028,Water,MeHg,97,0.25 mL (HCl),,10-May-22,97,U of R
202205083,Water,MeHg,97,0.25 mL (HCl),,24-May-22,97,U of R
202206028,Water,MeHg,97,0.25 mL (HCl),,08-Jun-22,97,U of R
202206084,Water,MeHg,97,0.25 mL (HCl),,21-Jun-22,97,U of R
202207028,Water,MeHg,97,0.25 mL (HCl),,06-Jul-22,97,U of R
202207074,Water,MeHg,97,0.25 mL (HCl),,19-Jul-22,97,U of R
202208018,Water,MeHg,97,0.25 mL (HCl),,03-Aug-22,97,U of R
202107066,Water,MeHg,109,0.25 mL (HCl),,22-Jul-21,109,U of R
202205038,Water,MeHg,109,0.25 mL (HCl),,10-May-22,109,U of R
202205093,Water,MeHg,109,0.25 mL (HCl),,24-May-22,109,U of R
202206049,Water,MeHg,109,0.25 mL (HCl),,09-Jun-22,109,U of R
202206089,Water,MeHg,109,0.25 mL (HCl),,21-Jun-22,109,U of R
202207038,Water,MeHg,109,0.25 mL (HCl),,06-Jul-22,109,U of R
202207079,Water,MeHg,109,0.25 mL (HCl),,19-Jul-22,109,U of R
202208023,Water,MeHg,109,0.25 mL (HCl),,03-Aug-22,109,U of R
202208063,Water,MeHg,109,0.25 mL (HCl),,16-Aug-22,109,U of R
202208100,Water,MeHg,109,0.25 mL (HCl),,29-Aug-22,109,U of R
202305034,Water,MeHg,109,0.25 mL (HCl),,17-May-23,109,U of R
202305113,Water,MeHg,109,0.25 mL (HCl),,30-May-23,109,U of R
202305115,Water,MeHg,109,0.25 mL (HCl),Duplicate,30-May-23,109,U of R
202306020,Water,MeHg,109,0.25 mL (HCl),,13-Jun-23,109,U of R
202306022,Water,MeHg,109,0.25 mL (HCl),Duplicate,13-Jun-23,109,U of R
201905021,Water,MeHg,118,0.25 mL (HCl),,30-May-19,118,U of R
201907022,Water,MeHg,118,0.25 mL (HCl),,02-Jul-19,118,U of R
202205043,Water,MeHg,118,0.25 mL (HCl),,10-May-22,118,U of R
202205098,Water,MeHg,118,0.25 mL (HCl),,24-May-22,118,U of R
202206054,Water,MeHg,118,0.25 mL (HCl),,09-Jun-22,118,U of R
202206094,Water,MeHg,118,0.25 mL (HCl),,21-Jun-22,118,U of R
201905011,Water,MeHg,120,0.25 mL (HCl),,30-May-19,120,U of R
201907017,Water,MeHg,120,0.25 mL (HCl),,02-Jul-19,120,U of R
202205023,Water,MeHg,124,0.25 mL (HCl),,10-May-22,124,U of R
202205078,Water,MeHg,124,0.25 mL (HCl),,24-May-22,124,U of R
202206023,Water,MeHg,124,0.25 mL (HCl),,08-Jun-22,124,U of R
202206074,Water,MeHg,124,0.25 mL (HCl),,21-Jun-22,124,U of R
202207023,Water,MeHg,124,0.25 mL (HCl),,06-Jul-22,124,U of R
202107067,Water,MeHg,125,0.25 mL (HCl),,22-Jul-21,125,U of R
202108023,Water,MeHg,125,0.25 mL (HCl),,04-Aug-21,125,U of R
202108040,Water,MeHg,125,0.25 mL (HCl),,18-Aug-21,125,U of R
202109020,Water,MeHg,125,0.25 mL (HCl),,01-Sep-21,125,U of R
202109039,Water,MeHg,125,0.25 mL (HCl),,19-Sep-21,125,U of R
202205018,Water,MeHg,125,0.25 mL (HCl),,10-May-22,125,U of R
202205073,Water,MeHg,125,0.25 mL (HCl),,24-May-22,125,U of R
202206018,Water,MeHg,125,0.25 mL (HCl),,08-Jun-22,125,U of R
202206079,Water,MeHg,125,0.25 mL (HCl),,21-Jun-22,125,U of R
202207018,Water,MeHg,125,0.25 mL (HCl),,06-Jul-22,125,U of R
202207069,Water,MeHg,125,0.25 mL (HCl),,19-Jul-22,125,U of R
202208013,Water,MeHg,125,0.25 mL (HCl),,03-Aug-22,125,U of R
202208058,Water,MeHg,125,0.25 mL (HCl),,16-Aug-22,125,U of R
202208095,Water,MeHg,125,0.25 mL (HCl),,29-Aug-22,125,U of R
202209012,Water,MeHg,125,0.25 mL (HCl),,12-Sep-22,125,U of R
202305020,Water,MeHg,125,0.25 mL (HCl),,17-May-23,125,U of R
202305086,Water,MeHg,125,0.25 mL (HCl),,30-May-23,125,U of R
202305088,Water,MeHg,125,0.25 mL (HCl),Duplicate,30-May-23,125,U of R
202306029,Water,MeHg,125,0.25 mL (HCl),,13-Jun-23,125,U of R
202306031,Water,MeHg,125,0.25 mL (HCl),Duplicate,13-Jun-23,125,U of R
202306092,Water,MeHg,125,0.25 mL (HCl),,27-Jun-23,125,U of R
202306094,Water,MeHg,125,0.25 mL (HCl),Duplicate,27-Jun-23,125,U of R
201905017,Water,MeHg,139,0.25 mL (HCl),,30-May-19,139,U of R
202205055,Water,MeHg,118D,0.25 mL (HCl),,10-May-22,118D,U of R
202206056,Water,MeHg,118D,0.25 mL (HCl),,09-Jun-22,118D,U of R
201907012,Water,MeHg,125N,0.25 mL (HCl),,02-Jul-19,125N,U of R
202305048,Water,MeHg,125S,0.25 mL (HCl),,17-May-23,125S,U of R
202305095,Water,MeHg,125S,0.25 mL (HCl),,30-May-23,125S,U of R
202305097,Water,MeHg,125S,0.25 mL (HCl),Duplicate,30-May-23,125S,U of R
202306038,Water,MeHg,125S,0.25 mL (HCl),,13-Jun-23,125S,U of R
202306040,Water,MeHg,125S,0.25 mL (HCl),Duplicate,13-Jun-23,125S,U of R
202306101,Water,MeHg,125S,0.25 mL (HCl),,27-Jun-23,125S,U of R
202306103,Water,MeHg,125S,0.25 mL (HCl),Duplicate,27-Jun-23,125S,U of R
202307020,Water,MeHg,125S,0.25 mL (HCl),,11-Jul-23,125S,U of R
202307022,Water,MeHg,125S,0.25 mL (HCl),Duplicate,11-Jul-23,125S,U of R
202307050,Water,MeHg,125S,0.25 mL (HCl),,20-Jul-23,125S,U of R
202307052,Water,MeHg,125S,0.25 mL (HCl),Duplicate,20-Jul-23,125S,U of R
202308020,Water,MeHg,125S,0.25 mL (HCl),,15-Aug-23,125S,U of R
202308022,Water,MeHg,125S,0.25 mL (HCl),Duplicate,15-Aug-23,125S,U of R
202208087,Water,MeHg,15D,0.25 mL (HCl),,29-Aug-22,15D,U of R
202209016,Water,MeHg,15D,0.25 mL (HCl),,12-Sep-22,15D,U of R
202207091,Water,MeHg,35D,0.25 mL (HCl),,19-Jul-22,35D,U of R
202208070,Water,MeHg,35D,0.25 mL (HCl),,16-Aug-22,35D,U of R
202206111,Water,MeHg,37D,0.25 mL (HCl),,21-Jun-22,37D,U of R
202207050,Water,MeHg,37D,0.25 mL (HCl),,06-Jul-22,37D,U of R
202105011,Water ,MeHg,2,0.25 mL (HCl),,19-May-21,2,U of R
202106053,Water ,MeHg,2,0.25 mL (HCl),,06-Jun-21,2,U of R
202105051,Water ,MeHg,6,0.25 mL (HCl),,23-May-21,6,U of R
202106054,Water ,MeHg,6,0.25 mL (HCl),,06-Jun-21,6,U of R
202106110,Water ,MeHg,6,0.25 mL (HCl),,23-Jun-21,6,U of R
202105010,Water ,MeHg,15,0.25 mL (HCl),,19-May-21,15,U of R
202106051,Water ,MeHg,15,0.25 mL (HCl),,06-Jun-21,15,U of R
202106103,Water ,MeHg,15,0.25 mL (HCl),,22-Jun-21,15,U of R
202107028,Water ,MeHg,15,0.25 mL (HCl),,06-Jul-21,15,U of R
202105052,Water ,MeHg,25,0.25 mL (HCl),,23-May-21,25,U of R
202106055,Water ,MeHg,25,0.25 mL (HCl),,06-Jun-21,25,U of R
202106109,Water ,MeHg,25,0.25 mL (HCl),,23-Jun-21,25,U of R
202107027,Water ,MeHg,25,0.25 mL (HCl),,06-Jul-21,25,U of R
202105048,Water ,MeHg,35,0.25 mL (HCl),,23-May-21,35,U of R
202106057,Water ,MeHg,35,0.25 mL (HCl),,06-Jun-21,35,U of R
202106107,Water ,MeHg,35,0.25 mL (HCl),,23-Jun-21,35,U of R
202107029,Water ,MeHg,35,0.25 mL (HCl),,06-Jul-21,35,U of R
202105041,Water ,MeHg,37,0.25 mL (HCl),,23-May-21,37,U of R
202106052,Water ,MeHg,37,0.25 mL (HCl),,06-Jun-21,37,U of R
202106106,Water ,MeHg,37,0.25 mL (HCl),,23-Jun-21,37,U of R
202105009,Water ,MeHg,97,0.25 mL (HCl),,19-May-21,97,U of R
202106058,Water ,MeHg,97,0.25 mL (HCl),,06-Jun-21,97,U of R
202106102,Water ,MeHg,97,0.25 mL (HCl),,22-Jun-21,97,U of R
202107026,Water ,MeHg,97,0.25 mL (HCl),,06-Jul-21,97,U of R
202105049,Water ,MeHg,109,0.25 mL (HCl),,23-May-21,109,U of R
202106060,Water ,MeHg,109,0.25 mL (HCl),,07-Jun-21,109,U of R
202106105,Water ,MeHg,109,0.25 mL (HCl),,23-Jun-21,109,U of R
202107031,Water ,MeHg,109,0.25 mL (HCl),,06-Jul-21,109,U of R
202105050,Water ,MeHg,118,0.25 mL (HCl),,23-May-21,118,U of R
202106059,Water ,MeHg,118,0.25 mL (HCl),,07-Jun-21,118,U of R
202105004,Water ,MeHg,124,0.25 mL (HCl),,19-May-21,124,U of R
202106061,Water ,MeHg,124,0.25 mL (HCl),,07-Jun-21,124,U of R
202106108,Water ,MeHg,124,0.25 mL (HCl),,23-Jun-21,124,U of R
202107032,Water ,MeHg,124,0.25 mL (HCl),,06-Jul-21,124,U of R
202105012,Water ,MeHg,125,0.25 mL (HCl),,19-May-21,125,U of R
202106056,Water ,MeHg,125,0.25 mL (HCl),,06-Jun-21,125,U of R
202106104,Water ,MeHg,125,0.25 mL (HCl),,22-Jun-21,125,U of R
202107030,Water ,MeHg,125,0.25 mL (HCl),,06-Jul-21,125,U of R
202106062,Water ,THg,118,0.25 mL (HCl) Note: Collected in 250 mL bottle instead of 125 mL,,10-Jun-21,118,U of R
202208034,Water,DOC,1,0.45 μm filter,,03-Aug-22,1,U of R
202208035,Water,SO4,1,0.45 μm filter,,03-Aug-22,1,U of R
202208073,Water,DOC,1,0.45 μm filter,,16-Aug-22,1,U of R
202208074,Water,SO4,1,0.45 μm filter,,16-Aug-22,1,U of R
202208103,Water,DOC,1,0.45 μm filter,,29-Aug-22,1,U of R
202208104,Water,SO4,1,0.45 μm filter,,29-Aug-22,1,U of R
202209020,Water,DOC,1,0.45 μm filter,,12-Sep-22,1,U of R
202209021,Water,SO4,1,0.45 μm filter,,12-Sep-22,1,U of R
202305039,Water,DOC,1,0.45 μm filter,,17-May-23,1,U of R
202305040,Water,SO4,1,0.45 μm filter,,17-May-23,1,U of R
202305120,Water,DOC,1,0.45 μm filter,,30-May-23,1,U of R
202305121,Water,SO4,1,0.45 μm filter,,30-May-23,1,U of R
202306013,Water,DOC,1,0.45 μm filter,,13-Jun-23,1,U of R
202306014,Water,SO4,1,0.45 μm filter,,13-Jun-23,1,U of R
202306067,Water,DOC,1,0.45 μm filter,,27-Jun-23,1,U of R
202306068,Water,SO4,1,0.45 μm filter,,27-Jun-23,1,U of R
202307004,Water,DOC,1,0.45 μm filter,,11-Jul-23,1,U of R
202307005,Water,SO4,1,0.45 μm filter,,11-Jul-23,1,U of R
202307034,Water,DOC,1,0.45 μm filter,,20-Jul-23,1,U of R
202307035,Water,SO4,1,0.45 μm filter,,20-Jul-23,1,U of R
202308004,Water,DOC,1,0.45 μm filter,,15-Aug-23,1,U of R
202308005,Water,SO4,1,0.45 μm filter,,15-Aug-23,1,U of R
202208032,Water,DOC,15,0.45 μm filter,,03-Aug-22,15,U of R
202208033,Water,SO4,15,0.45 μm filter,,03-Aug-22,15,U of R
202208071,Water,DOC,15,0.45 μm filter,,16-Aug-22,15,U of R
202208072,Water,SO4,15,0.45 μm filter,,16-Aug-22,15,U of R
202208101,Water,DOC,15,0.45 μm filter,,29-Aug-22,15,U of R
202208102,Water,SO4,15,0.45 μm filter,,29-Aug-22,15,U of R
202209006,Water,DOC,15,0.45 μm filter,,12-Sep-22,15,U of R
202209007,Water,SO4,15,0.45 μm filter,,12-Sep-22,15,U of R
202305025,Water,DOC,15,0.45 μm filter,,17-May-23,15,U of R
202305026,Water,SO4,15,0.45 μm filter,,17-May-23,15,U of R
202305102,Water,DOC,15,0.45 μm filter,,30-May-23,15,U of R
202305103,Water,SO4,15,0.45 μm filter,,30-May-23,15,U of R
202306004,Water,DOC,15,0.45 μm filter,,13-Jun-23,15,U of R
202306005,Water,SO4,15,0.45 μm filter,,13-Jun-23,15,U of R
202306072,Water,DOC,15,0.45 μm filter,,27-Jun-23,15,U of R
202306073,Water,SO4,15,0.45 μm filter,,27-Jun-23,15,U of R
202307009,Water,DOC,15,0.45 μm filter,,11-Jul-23,15,U of R
202307010,Water,SO4,15,0.45 μm filter,,11-Jul-23,15,U of R
202307039,Water,DOC,15,0.45 μm filter,,20-Jul-23,15,U of R
202307040,Water,SO4,15,0.45 μm filter,,20-Jul-23,15,U of R
202308009,Water,DOC,15,0.45 μm filter,,15-Aug-23,15,U of R
202308010,Water,SO4,15,0.45 μm filter,,15-Aug-23,15,U of R
202208042,Water,DOC,35,0.45 μm filter,,03-Aug-22,35,U of R
202208043,Water,SO4,35,0.45 μm filter,,03-Aug-22,35,U of R
202208079,Water,DOC,35,0.45 μm filter,,16-Aug-22,35,U of R
202208080,Water,SO4,35,0.45 μm filter,,16-Aug-22,35,U of R
202305004,Water,DOC,35,0.45 μm filter,,17-May-23,35,U of R
202305005,Water,SO4,35,0.45 μm filter,,17-May-23,35,U of R
202305070,Water,DOC,35,0.45 μm filter,,30-May-23,35,U of R
202305071,Water,SO4,35,0.45 μm filter,,30-May-23,35,U of R
202306045,Water,DOC,35,0.45 μm filter,,13-Jun-23,35,U of R
202306046,Water,SO4,35,0.45 μm filter,,13-Jun-23,35,U of R
202306081,Water,DOC,35,0.45 μm filter,,27-Jun-23,35,U of R
202306082,Water,SO4,35,0.45 μm filter,,27-Jun-23,35,U of R
202208044,Water,DOC,37,0.45 μm filter,,03-Aug-22,37,U of R
202208045,Water,SO4,37,0.45 μm filter,,03-Aug-22,37,U of R
202305011,Water,DOC,37,0.45 μm filter,,17-May-23,37,U of R
202305012,Water,SO4,37,0.45 μm filter,,17-May-23,37,U of R
202305077,Water,DOC,37,0.45 μm filter,,30-May-23,37,U of R
202305078,Water,SO4,37,0.45 μm filter,,30-May-23,37,U of R
202208038,Water,DOC,97,0.45 μm filter,,03-Aug-22,97,U of R
202208039,Water,SO4,97,0.45 μm filter,,03-Aug-22,97,U of R
202208040,Water,DOC,109,0.45 μm filter,,03-Aug-22,109,U of R
202208041,Water,SO4,109,0.45 μm filter,,03-Aug-22,109,U of R
202208077,Water,DOC,109,0.45 μm filter,,16-Aug-22,109,U of R
202208078,Water,SO4,109,0.45 μm filter,,16-Aug-22,109,U of R
202208107,Water,DOC,109,0.45 μm filter,,29-Aug-22,109,U of R
202208108,Water,SO4,109,0.45 μm filter,,29-Aug-22,109,U of R
202305032,Water,DOC,109,0.45 μm filter,,17-May-23,109,U of R
202305033,Water,SO4,109,0.45 μm filter,,17-May-23,109,U of R
202305111,Water,DOC,109,0.45 μm filter,,30-May-23,109,U of R
202305112,Water,SO4,109,0.45 μm filter,,30-May-23,109,U of R
202306018,Water,DOC,109,0.45 μm filter,,13-Jun-23,109,U of R
202306019,Water,SO4,109,0.45 μm filter,,13-Jun-23,109,U of R
202208036,Water,DOC,125,0.45 μm filter,,03-Aug-22,125,U of R
202208037,Water,SO4,125,0.45 μm filter,,03-Aug-22,125,U of R
202208075,Water,DOC,125,0.45 μm filter,,16-Aug-22,125,U of R
202208076,Water,SO4,125,0.45 μm filter,,16-Aug-22,125,U of R
202208105,Water,DOC,125,0.45 μm filter,,29-Aug-22,125,U of R
202208106,Water,SO4,125,0.45 μm filter,,29-Aug-22,125,U of R
202209009,Water,DOC,125,0.45 μm filter,,12-Sep-22,125,U of R
202209010,Water,SO4,125,0.45 μm filter,,12-Sep-22,125,U of R
202305018,Water,DOC,125,0.45 μm filter,,17-May-23,125,U of R
202305019,Water,SO4,125,0.45 μm filter,,17-May-23,125,U of R
202305084,Water,DOC,125,0.45 μm filter,,30-May-23,125,U of R
202305085,Water,SO4,125,0.45 μm filter,,30-May-23,125,U of R
202306027,Water,DOC,125,0.45 μm filter,,13-Jun-23,125,U of R
202306028,Water,SO4,125,0.45 μm filter,,13-Jun-23,125,U of R
202306090,Water,DOC,125,0.45 μm filter,,27-Jun-23,125,U of R
202306091,Water,SO4,125,0.45 μm filter,,27-Jun-23,125,U of R
202305046,Water,DOC,125S,0.45 μm filter,,17-May-23,125S,U of R
202305047,Water,SO4,125S,0.45 μm filter,,17-May-23,125S,U of R
202305093,Water,DOC,125S,0.45 μm filter,,30-May-23,125S,U of R
202305094,Water,SO4,125S,0.45 μm filter,,30-May-23,125S,U of R
202306036,Water,DOC,125S,0.45 μm filter,,13-Jun-23,125S,U of R
202306037,Water,SO4,125S,0.45 μm filter,,13-Jun-23,125S,U of R
202306099,Water,DOC,125S,0.45 μm filter,,27-Jun-23,125S,U of R
202306100,Water,SO4,125S,0.45 μm filter,,27-Jun-23,125S,U of R
202307018,Water,DOC,125S,0.45 μm filter,,11-Jul-23,125S,U of R
202307019,Water,SO4,125S,0.45 μm filter,,11-Jul-23,125S,U of R
202307048,Water,DOC,125S,0.45 μm filter,,20-Jul-23,125S,U of R
202307049,Water,SO4,125S,0.45 μm filter,,20-Jul-23,125S,U of R
202308018,Water,DOC,125S,0.45 μm filter,,15-Aug-23,125S,U of R
202308019,Water,SO4,125S,0.45 μm filter,,15-Aug-23,125S,U of R
202208007,Water,DOC,1,1.2 μm filter,,03-Aug-22,1,U of R
202208008,Water,SO4,1,1.2 μm filter,,03-Aug-22,1,U of R
202208052,Water,DOC,1,1.2 μm filter,,16-Aug-22,1,U of R
202208053,Water,SO4,1,1.2 μm filter,,16-Aug-22,1,U of R
202208089,Water,DOC,1,1.2 μm filter,,29-Aug-22,1,U of R
202208090,Water,SO4,1,1.2 μm filter,,29-Aug-22,1,U of R
202209018,Water,DOC,1,1.2 μm filter,,12-Sep-22,1,U of R
202209019,Water,SO4,1,1.2 μm filter,,12-Sep-22,1,U of R
202305037,Water,DOC,1,1.2 μm filter,,17-May-23,1,U of R
202305038,Water,SO4,1,1.2 μm filter,,17-May-23,1,U of R
202305118,Water,DOC,1,1.2 μm filter,,30-May-23,1,U of R
202305119,Water,SO4,1,1.2 μm filter,,30-May-23,1,U of R
202306011,Water,DOC,1,1.2 μm filter,,13-Jun-23,1,U of R
202306012,Water,SO4,1,1.2 μm filter,,13-Jun-23,1,U of R
202306065,Water,DOC,1,1.2 μm filter,,27-Jun-23,1,U of R
202306066,Water,SO4,1,1.2 μm filter,,27-Jun-23,1,U of R
202307002,Water,DOC,1,1.2 μm filter,,11-Jul-23,1,U of R
202307003,Water,SO4,1,1.2 μm filter,,11-Jul-23,1,U of R
202307032,Water,DOC,1,1.2 μm filter,,20-Jul-23,1,U of R
202307033,Water,SO4,1,1.2 μm filter,,20-Jul-23,1,U of R
202308002,Water,DOC,1,1.2 μm filter,,15-Aug-23,1,U of R
202308003,Water,SO4,1,1.2 μm filter,,15-Aug-23,1,U of R
202208002,Water,DOC,15,1.2 μm filter,,03-Aug-22,15,U of R
202208003,Water,SO4,15,1.2 μm filter,,03-Aug-22,15,U of R
202208047,Water,DOC,15,1.2 μm filter,,16-Aug-22,15,U of R
202208048,Water,SO4,15,1.2 μm filter,,16-Aug-22,15,U of R
202208082,Water,DOC,15,1.2 μm filter,,29-Aug-22,15,U of R
